task,split_mode,missingness_name,missingness_mechanism,missingness_scope,method,rac1p_equalized_odds_diff,sex_equalized_odds_diff,rac1p_x_sex_equalized_odds_diff
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,feature_mixing,0.32375619661302835,0.05258878225914469,0.43389332266757424
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,protected_group_mixing,0.30923227247731383,0.052671385947422523,0.4223198887380238
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.32284078060598315,0.05647181663743972,0.43017838182829304
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.29602535626754095,0.05430987126414267,0.40001876615122545
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.2934889163338678,0.05520615211348803,0.401381807561998
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.3043334687009672,0.0565209232441849,0.40962023720876295
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.29456009436429104,0.05332766379794049,0.3987203263346916
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.29707094387554683,0.05433150059179082,0.4004752282136836
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.3045992468661813,0.05668093445459134,0.39478760658386614
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.32072049163557814,0.05278311267299875,0.43245107700811475
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.31165359857649005,0.05427123483020838,0.4236932216460477
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,protected_group_mixing,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,reweighing,0.28955167808782417,0.04104902683950473,0.3964933554692249
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.31241941896518066,0.05262181074423444,0.4157357677629889
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.31379292545730103,0.05016679423858332,0.41363300647457396
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.297250193171083,0.04794455717495634,0.4002923380693996
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.29139106144590177,0.04713688299131553,0.39575373227527166
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.2919959670272775,0.04517501599077332,0.40003952260919784
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.3011009158253137,0.043880772015738444,0.4066371274888179
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.30381325315859947,0.05227604064323918,0.4153660693534387
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.3057573328118026,0.05039796211613208,0.4119372848239364
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.30485931025588864,0.047126888440319446,0.4190060248429385
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,reweighing,0.310413547212847,0.05305018028837614,0.4242558827798319
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,threshold_optimizer_eo,0.19183043484771034,0.010151631824200293,0.340468541624058
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.08609930278666662,0.013075150048186815,0.13466202887795783
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.17360005655533298,0.01758236459675648,0.2582588771926027
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.16094808367856503,0.020052958486246518,0.2645910018629735
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.19405339357901666,0.022231178389690767,0.3608974366860361
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.1949068444246975,0.01692818697487045,0.3304034124141645
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.17020890391272953,0.010251925866040627,0.3482143513940839
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.1814535076409463,0.02815624191052452,0.24917841680790756
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.13777963296627788,0.014729475214840014,0.19758292088035442
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.2008283162310101,0.01463365255882034,0.28113048849399963
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.40313209726785354,0.07719460202620505,0.4962090990309195
