task,split_mode,missingness_name,missingness_mechanism,missingness_scope,method,accuracy,balanced_accuracy,brier,fit_seconds
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7599607356119037,0.6644489394567012,0.16639996122758782,125.12552746135331
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7612298245038364,0.6664976423017004,0.1657149189311689,127.53575385478818
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,protected_group_mixing,0.7643391392311849,0.6733561124195849,0.16416718134939534,26.671436966000577
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,reweighing,0.7632680431521385,0.6692436363711657,0.16465558427915103,26.408652081610274
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.7640529347774327,0.6726480815409519,0.16422807698714414,26.774319613897415
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.764028502568755,0.6723314057969694,0.16425437079303792,26.711927663884772
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.7636910831481326,0.6712552465501467,0.16431933672609386,26.470180120159085
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.7637023998480102,0.6709210641769472,0.1643758518229552,26.40192654164682
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.7635391545028201,0.6705697798816007,0.16441983656701153,26.432919000248084
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.7635084804899804,0.6700456969626081,0.16452734188435228,26.351818172841273
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.7643857863512584,0.6731868868959185,0.16420143425522715,26.730329262116765
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.764156538327592,0.6726988754216955,0.16423468380823908,26.67574077207053
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.7641860722079118,0.6722896685582871,0.16427423088106582,26.56267419965047
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,reweighing,0.7643391392311849,0.6733561124195849,0.16416718134939534,26.673142465559906
ACSPublicCoverage,geographic,full,mcar,train_and_prediction,threshold_optimizer_eo,0.6226561218883454,0.6118992969705728,0.37734387811165454,6.654976911198417
ACSPublicCoverage,geographic,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.647671996968059,0.5790751912063575,0.3523280030319409,6.684384459727262
ACSPublicCoverage,geographic,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6486485662169321,0.584478147055323,0.35135143378306793,6.802355446224356
ACSPublicCoverage,geographic,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6260354007321627,0.6013450834389329,0.37396459926783726,6.825296714592514
ACSPublicCoverage,geographic,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6356332652776489,0.6031279514180922,0.36436673472235104,6.67159412440846
ACSPublicCoverage,geographic,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6345834526767334,0.6041442030255825,0.36541654732326645,6.681492562253501
ACSPublicCoverage,geographic,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6107236849314597,0.6109913883203626,0.3892763150685402,6.676232054680211
ACSPublicCoverage,geographic,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6303754371252722,0.6057945382340458,0.3696245628747277,6.398680232312203
ACSPublicCoverage,geographic,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6395743188515934,0.5828342581105589,0.3604256811484065,6.717208456438027
ACSPublicCoverage,geographic,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6350415354669832,0.5893818014751708,0.3649584645330167,6.794186963289001
ACSPublicCoverage,geographic,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.7225550970442013,0.7185066398990201,0.2774449029557987,6.066811936526843
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.969543065535497
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.405630541336116
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.81710334033875
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.581918890600598
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.543149146264962
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.645508620659772
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.403169341401977
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.396310074061088
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.363530114468933
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.417137636199065
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,erm,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.48747998014369
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,132.28134758493337
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.80750172139426
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,133.06790594833097
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.74864136559682
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.4987259321362
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,132.24266323521084
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.49817569760745
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.16075261426013
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.26316418780553
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.5893495671319
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,feature_mixing,0.7771937620615726,0.6693538440610319,0.15583704692141753,131.8044696252633
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,protected_group_mixing,0.7761887068479127,0.6658817202814958,0.15614116968530595,129.81990538606271
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7734351604096584,0.6610081941755007,0.157797195497007,124.46506650385915
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7748602733792377,0.6634996228804868,0.15706125260937592,125.03354981307378
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7756453273847299,0.6651791567402745,0.15654862317348847,127.84002700580507
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7756736550093914,0.6653126837136725,0.15641715595433842,128.02341500405637
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7758303421362239,0.665326139069879,0.15621360335987083,129.0093501821925
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7759970175957438,0.6656549711813283,0.15621648552729153,129.53457261200336
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7726417771546683,0.6595545225084055,0.15809948438269625,118.84326449299843
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7730601097795464,0.6602046977114026,0.15786476290628226,122.76904695351914
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7745535836270271,0.6629489167629186,0.15702801672090042,126.17908348232886
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,protected_group_mixing,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.56389425493641
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,reweighing,0.7757903320937601,0.6641025620301999,0.15561698006013758,26.157534711598842
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.7773254394375613,0.6675911833050413,0.1552043273737155,26.47731375413229
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.7769654205608476,0.6669644540544254,0.15524804652132249,26.37194974080236
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.7768053943499171,0.6663140583946977,0.1553198870470669,26.37600978840437
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.7766970695176048,0.6660014178287972,0.15539374190767322,26.241253325199796
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.7765420609333692,0.6657058370067113,0.1554052448723825,26.30942727327274
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.7762620356807545,0.6647806864159918,0.1555157510957968,26.12780927959217
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.7771654344788457,0.6674753670428586,0.15522612266021685,26.271314535542963
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.7771021025622936,0.6671810341933936,0.15521753933770654,26.290163309539274
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.7772654401462208,0.6670237360340302,0.15526175718516805,26.33196843481237
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,reweighing,0.7772387671454123,0.6677632563061595,0.1551806916729592,26.571573966276144
ACSPublicCoverage,temporal,full,mcar,train_and_prediction,threshold_optimizer_eo,0.5639553576157326,0.6021164546823153,0.4360446423842674,7.800753446483153
ACSPublicCoverage,temporal,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6706388621589203,0.5351341520585188,0.3293611378410796,7.741587587587371
ACSPublicCoverage,temporal,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6430174379431796,0.5714238035975521,0.35698256205682033,7.681852630203866
ACSPublicCoverage,temporal,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6387686939959174,0.593563972234375,0.3612313060040826,7.971400412671998
ACSPublicCoverage,temporal,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.606647658197314,0.611242505259494,0.3933523418026859,7.846570044991677
ACSPublicCoverage,temporal,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6058606390778667,0.5998575499093698,0.3941393609221332,7.809871128065788
ACSPublicCoverage,temporal,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.5943354609144768,0.5937171707800009,0.4056645390855233,7.941020840537749
ACSPublicCoverage,temporal,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6208807845462173,0.5902696619610649,0.37911921545378274,7.507175867669745
ACSPublicCoverage,temporal,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.65655069388745,0.566615369055139,0.34344930611255,7.712973958726797
ACSPublicCoverage,temporal,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6541686375566172,0.6037665607022518,0.34583136244338275,7.755169691118741
ACSPublicCoverage,temporal,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.7378129554807888,0.729341631345631,0.26218704451921115,7.131309802266817
