method,metric,n_pairs,delta_vs_erm,ci_low,ci_high,cluster_delta_vs_erm,cluster_ci_low,cluster_ci_high,n_clusters,paired_t,raw_p,holm_p
reweighing,sex_demographic_parity_diff,6160,-0.004362220203309039,-0.004575869561124054,-0.004133197820076099,-0.004362220203309039,-0.005408927863266033,-0.0032545064135240673,112,-39.09244867932143,8.469100901517535e-299,1.1009831171972796e-296
reweighing,sex_demographic_parity_ratio,6160,0.011280411009351773,0.010802387789921288,0.011826733100750756,0.011280411009351773,0.008766008519535,0.014126273828260417,112,41.15164771388347,0.0,0.0
reweighing,sex_equal_opportunity_diff,6160,0.0022607676238906665,0.001955027748048162,0.002598424236927307,0.0022607676238906665,0.000600038026767341,0.004072541646346386,112,13.627552538960066,1.0995539013639177e-41,9.566118941866085e-40
reweighing,sex_fpr_diff,6160,-0.00061685160992028,-0.0007764812816492804,-0.0004453080390501613,-0.00061685160992028,-0.0013371266429741695,6.524077193818902e-05,112,-7.5427142080925975,5.268925525870749e-14,3.108666060263742e-12
reweighing,sex_equalized_odds_diff,6160,0.0018656968518824054,0.0015595360669258824,0.002196990275511727,0.0018656968518824054,0.00019120361336481576,0.003407147703803546,112,11.712130183884355,2.370670476624529e-31,1.8491229717671327e-29
reweighing,sex_calibration_brier_diff,6160,1.9469879560811574e-05,1.422963133707716e-06,3.7603926382474074e-05,1.9469879560811574e-05,-8.066763116126124e-05,0.0001162213434631462,112,1.9849558310120008,0.04719367651963666,1.0
reweighing,sex_predictive_parity_diff,6160,0.00045863307774681583,0.00030877309091443395,0.0006147158901073417,0.00045863307774681583,-0.00028127041656168247,0.001174419378313865,112,5.683820165667497,1.3775385408269429e-08,6.612184995969326e-07
reweighing,sex_worst_group_accuracy,6160,-0.0003924269380366007,-0.0004512027843616743,-0.00033495481100155963,-0.0003924269380366007,-0.0006162572565164488,-0.00018873591676382007,112,-13.000765501333218,3.834172210362721e-38,3.144021212497431e-36
reweighing,sex_worst_group_fnr,6160,0.0033890819531420266,0.00313602441085408,0.0036382454968467465,0.0033890819531420266,0.0022738779552091293,0.004576326610453409,112,25.968447107187956,3.545620325943378e-141,4.112919578094319e-139
reweighing,sex_worst_group_fpr,6160,-0.0017003861079597825,-0.0018452900818248159,-0.0015517593162880975,-0.0017003861079597825,-0.0022530078482265615,-0.0011234920217913626,112,-23.073163862295512,4.7744211641416815e-113,5.0608864339901825e-111
reweighing,rac1p_x_sex_demographic_parity_diff,6160,-0.004158410549224743,-0.004569718628869774,-0.003728676234375033,-0.004158410549224743,-0.005485082059045729,-0.002804948255125379,112,-19.109462405997057,3.960865737205466e-79,3.881648422461357e-77
reweighing,rac1p_x_sex_demographic_parity_ratio,6160,0.002816333613579286,0.002233821952296903,0.003394617840803553,0.002816333613579286,0.0011673546001967929,0.004478742390765743,112,9.907493609294354,5.732081511738346e-23,3.897815427982075e-21
reweighing,rac1p_x_sex_equal_opportunity_diff,6160,-0.0019665771432015354,-0.002821855571140553,-0.0009998098707581357,-0.0019665771432015354,-0.0048096345938190245,0.0008888173448238902,112,-4.161268362645336,3.207943523234185e-05,0.0011227802331319648
reweighing,rac1p_x_sex_fpr_diff,6160,-0.0024955529638143494,-0.003158764773401165,-0.001722046226650884,-0.0024955529638143494,-0.003982397224237317,-0.0008732620537109805,112,-6.971491639472283,3.463281128035168e-12,1.9740702429800457e-10
reweighing,rac1p_x_sex_equalized_odds_diff,6160,-0.002094444906368717,-0.003131362974368555,-0.0009661773004724026,-0.002094444906368717,-0.005134495681744005,0.000884522668788083,112,-3.88243784092496,0.00010449594388981354,0.0033438702044740333
reweighing,rac1p_x_sex_calibration_brier_diff,6160,-0.0001608728515172551,-0.00022663111388236183,-9.850885959953993e-05,-0.0001608728515172551,-0.0003688887087131074,6.79818216882903e-05,112,-4.894923457002385,1.008491078029693e-06,3.832266096512833e-05
reweighing,rac1p_x_sex_predictive_parity_diff,6160,0.00048577245139107874,-0.0008763767388231688,0.00181737822344864,0.00048577245139107874,-0.003264202239253147,0.005235414117148585,112,0.6785782665958578,0.4974306125878939,1.0
reweighing,rac1p_x_sex_worst_group_accuracy,6160,-0.00013114392381669509,-0.000457746239164762,0.00018972141638636976,-0.00013114392381669509,-0.0009966539034044425,0.0007671308828802237,112,-0.7765549348809959,0.43745121915811835,1.0
reweighing,rac1p_x_sex_worst_group_fnr,6160,0.0005628489133966106,-0.00011381872339318986,0.001325372710901331,0.0005628489133966106,-0.001177041423936364,0.0024386501736829067,112,1.561253822432147,0.11851525230136471,1.0
reweighing,rac1p_x_sex_worst_group_fpr,6160,-0.002758106091447684,-0.0031618448326768377,-0.0023212504140710083,-0.002758106091447684,-0.0038081630778589934,-0.0017640146696748268,112,-13.443457628652622,1.252592617198167e-40,1.0647037246184418e-38
threshold_optimizer_eo,target_availability,6160,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,1.0,1.0
threshold_optimizer_eo,prediction_target_availability,6160,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,1.0,1.0
threshold_optimizer_eo,accuracy,6160,-0.13622800950793423,-0.13901654933213942,-0.1335572400305886,-0.13622800950793423,-0.14856516214214874,-0.12479458482630422,112,-95.71322681957835,0.0,0.0
threshold_optimizer_eo,balanced_accuracy,6160,-0.04475638038878822,-0.046869030533612056,-0.04279700560538799,-0.04475638038878822,-0.05503829978843829,-0.03395271974821252,112,-40.888860219821,0.0,0.0
threshold_optimizer_eo,positive_rate,6160,-0.05086758163172872,-0.06005818580155385,-0.042163051986115564,-0.05086758163172872,-0.10679419348077873,0.004984101696665749,112,-11.145465382823236,1.411950957299078e-28,1.0730827275472993e-26
threshold_optimizer_eo,brier,6160,0.20138350609813005,0.19855493286992434,0.20425393981386594,0.20138350609813005,0.18952549911076022,0.2138762113539709,112,139.60093122004724,0.0,0.0
